Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,RSI_14,MACD,MACD_Signal,Volatility,Volume_Change,Label_Class,Label_Reg,Ticker
2021-02-01,162.1179962158203,167.51300048828125,161.75149536132812,167.1439971923828,83204000,-0.07955979119091391,-0.08441341784611825,-0.14583015838717664,-0.07390911472422856,-0.09534775472922503,-0.12192932963644315,1.0035331127087537,0.29549532327218403,0.17126539436355886,0.22650988423781507,-0.23377414092495102,1,0.011104214562255129,AMZN
2021-02-02,169.0,171.38699340820312,168.05650329589844,169.0,141972000,-0.06666630662751964,-0.05317898469870376,-0.1340632619505101,-0.03154513633200213,-0.06762213692484784,-0.10423226535375868,1.2405278786067726,0.4170188836786723,0.22922988283135776,0.22799779525581026,1.9211072666618199,0,-0.019961565909301034,AMZN
2021-02-03,171.25050354003906,171.6999969482422,165.43099975585938,165.62649536132812,141776000,-0.04753070754345542,-0.04725719461570719,-0.1283419988861374,-0.030252558752947585,-0.059744455503246544,-0.09606613303016742,0.5156432727329533,0.43019334727789393,0.2784712176889431,-0.05145815805205492,-0.1470128940263232,1,0.005575845147329706,AMZN
2021-02-04,166.5,167.35000610351562,163.8874969482422,166.5500030517578,73414000,-0.025180666729139028,-0.044364358942145486,-0.11662074865184513,-0.022013171179333782,-0.049245639439535076,-0.08652999761163412,0.6484212431069452,0.4554011764254523,0.3233552126253152,-0.09097067616509831,-1.552082490730173,1,0.006349415177487977,AMZN
2021-02-05,165.9499969482422,168.85000610351562,165.135498046875,167.6074981689453,72416000,0.009751698819203224,-0.0371449182847511,-0.10505953868283309,-0.00807218530419425,-0.036014163898747634,-0.07544273144975806,0.7997763780571348,0.4927764533534599,0.36740372522231907,-0.09322764853696638,-0.1827051603991111,0,-0.00871378077396654,AMZN
2021-02-08,167.9250030517578,168.25,165.1999969482422,166.14700317382812,65148000,0.004979193633487735,-0.03365807986185807,-0.09652568587860175,-0.010445719567337843,-0.03159878481988019,-0.06880795497611193,0.48442056982685183,0.48237561357270403,0.40037695930907724,-0.06194294893758804,-0.43627800110366133,0,-0.005398852562448283,AMZN
2021-02-09,165.62449645996094,166.89999389648438,164.89199829101562,165.25,44070000,-0.012971660748143016,-0.03620392674275828,-0.08491578415099549,-0.019194007055836546,-0.03192330923053932,-0.06489115246695065,0.29534815984561097,0.4473915302269702,0.4191350946764691,-0.08084741401866996,-1.0884736557117283,0,-0.005573405440383888,AMZN
2021-02-10,165.6999969482422,165.8975067138672,162.6999969482422,164.32899475097656,63032000,-0.019182659285875658,-0.029697767381202986,-0.07482962619767838,-0.03238387653141736,-0.036231285895314665,-0.06348928901781042,0.10202883439020563,0.39300352687718654,0.4222944678181569,-0.34756030882458816,1.1144176688587921,0,-0.00743927391007817,AMZN
2021-02-11,164.60000610351562,164.60000610351562,162.4029998779297,163.10650634765625,46028000,-0.03566631472559621,-0.026744667361856312,-0.06897324443172928,-0.05094327327560061,-0.04512171423043338,-0.06506398253828327,-0.1491805297231845,0.3172221214033623,0.40831478648708297,-0.3210786821579228,-0.9313319984894486,1,0.00477596949785899,AMZN
2021-02-12,162.5,164.0124969482422,161.66549682617188,163.885498046875,46706000,-0.05348313664551516,-0.01812881467016235,-0.0598308932087859,-0.05709303692580428,-0.04897656721649112,-0.06467706486119551,0.007436556442840268,0.27075788937934925,0.38700991171292654,-0.361927709917015,-0.09993186767856967,0,-0.002672619269300957,AMZN
2021-02-16,162.70249938964844,165.4149932861328,162.67950439453125,163.44749450683594,51494000,-0.06640539984101566,-0.027036245313091064,-0.04980861765423485,-0.06469197877650942,-0.05405301368358962,-0.06534562724126379,-0.08915127423512861,0.22029971963663222,0.35897489768351715,-1.1620276081056855,0.15660133011608862,1,0.012141589169594541,AMZN
2021-02-17,163.17999267578125,166.04550170898438,162.97500610351562,165.4320068359375,65950000,-0.06553415231878236,-0.03563400767035744,-0.038375785308092075,-0.053904173317837235,-0.049496090486574,-0.06133529109320658,0.31618981891930004,0.22201367930168345,0.33692023187711656,-1.1440001166528366,0.6774156640390302,1,0.005920814274298102,AMZN
2021-02-18,164.12100219726562,166.89999389648438,163.69700622558594,166.4114990234375,60548000,-0.055565424067030036,-0.033742391115600574,-0.03442956154710722,-0.03888738784775486,-0.04146853245842059,-0.05542896294924098,0.5024228694596587,0.24187962642020477,0.32360382411881833,-1.3795583654904222,-0.3823490397210412,0,-0.023535055745747456,AMZN
