Date,Open,High,Low,Close,Volume
2021-01-04,129.85386996883645,129.94139522635723,123.27948103610497,125.85671997070312,143301900
2021-01-05,125.35096549709283,128.12271674575476,124.90358954867594,127.41275024414062,97664900
2021-01-06,124.21311335164054,127.4516812419368,122.90990271047859,123.12386322021484,155088000
2021-01-07,124.83554255858496,128.01576034902203,124.34927136052875,127.32524871826172,109578200
2021-01-08,128.79378086858412,128.98830121735807,126.65419059044255,128.42422485351562,105158200
2021-01-11,125.64274750135974,126.59583484109754,124.97169091120101,125.43850708007812,100384500
2021-01-12,124.97167735433455,126.12900498980764,123.3767086805256,125.26344299316406,91951100
2021-01-13,125.22453134083729,127.84067229611607,124.96195562519107,127.29605102539062,88636800
2021-01-14,127.20854980715394,127.40305532059554,125.22455498651907,125.37044525146484,90221800
2021-01-15,125.24400143779671,126.64446478265978,123.51287725867944,123.64903259277344,111598500
2021-01-19,124.27144590893572,125.17591790643084,123.4545139910682,124.32007598876953,90757300
2021-01-20,125.12729193961263,128.85213061210496,125.02031169638846,128.40475463867188,104319500
2021-01-21,130.1261500695179,135.83496806730975,129.92190967683482,133.11184692382812,120150900
2021-01-22,132.53804856258682,136.0100313065284,131.31265074462775,135.25144958496094,114459400
2021-01-25,139.1416483205631,141.106173284309,132.79093279458516,138.99575805664062,157611700
2021-01-26,139.6570621664172,140.33783872046894,137.48828243304504,139.22914123535156,98390600
2021-01-27,139.4917564593141,140.33787848176394,136.55468894542827,138.1593780517578,140843800
2021-01-28,135.68909090953088,138.09127131319642,132.94651480242143,133.3258056640625,142621100
2021-01-29,132.10037191855636,132.98538863497674,126.63469102955555,128.33663940429688,177523800
2021-02-01,130.07754195512933,131.66279076657688,127.33496534929878,130.4568328857422,106239800
2021-02-02,132.00313417601586,132.5672103709399,130.9138917801982,131.28346252441406,83305400
2021-02-03,132.0323330550851,132.0420679752551,129.9413731133275,130.26231384277344,89880900
2021-02-04,132.55750155942113,133.62728904915303,130.89444790890877,133.61756896972656,84183100
2021-02-05,133.77829722031976,133.8464691818489,132.32703847356598,133.20362854003906,75693800
2021-02-08,132.49261062393538,133.39843419416206,131.411474992241,133.3497314453125,71297200
2021-02-09,133.06723649739686,134.29448011812482,132.31727079805114,132.4730987548828,76774200
2021-02-10,132.93091432442992,133.42766158836056,130.90500170826476,131.8692626953125,73046600
2021-02-11,132.3659937299951,132.84325691578465,130.291393245221,131.61602783203125,64280000
2021-02-12,130.85631242835694,132.0056200817279,130.21347177715296,131.8497772216797,60145100
2021-02-16,131.96664818421948,132.47311511495084,129.33684859330893,129.72645568847656,80576300
2021-02-17,127.83692569620267,128.78170264078364,126.10321467381557,127.43758392333984,97918500
